opportunity_code;company_code;contact_code;description;amount_eur;legacy_status;opened_on;expected_close_on;historical_campaign_code;fair_edition_code;stand_area_sqm;client_budget_eur;requested_height_m;brief_notes
OP000122;CO006119;CO006119-P03;Corner stand with demonstration counter;22400,00;Lost;01/07/2024;04/11/2024;CMP-2025-REF;FOOD-2024;64,00;22400,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000123;CO004038;CO004038-P01;Two-brand stand with shared reception;8400,00;Won;08/11/2024;16/05/2025;CMP-2026-OUT;BEAUTY-2025;24,00;;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000124;CO001957;CO001957-P01;Reuse of last edition's stand;80000,00;Won;24/01/2025;12/09/2025;CMP-2025-EVENT;PACK-2025;160,00;88000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000125;CO009876;CO009876-P01;Two-brand stand with shared reception;16800,00;Lost;21/05/2025;23/10/2025;CMP-2025-REF;LIVING-2025;48,00;15120,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000126;CO007795;CO007795-P01;Reuse of last edition's stand;68000,00;Won;12/06/2025;07/11/2025;CMP-2025-EVENT;FOOD-2025;160,00;68000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP000127;CO005714;CO005714-P02;Island stand for distributor meetings;120000,00;Won;14/01/2026;05/05/2026;;BEAUTY-2026;240,00;120000,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000128;CO003633;CO003633-P01;Island stand for distributor meetings;28000,00;Open;31/01/2026;03/10/2026;CMP-2025-EVENT;PACK-2026;80,00;28000,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000129;CO001552;CO001552-P02;Exhibition stand with lockable storage;56000,00;QUALIFIED;22/06/2026;23/10/2026;CMP-2025-REF;LIVING-2026;160,00;56000,00;;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP000130;CO009471;CO009471-P01;Modular stand with new graphics;16000,00;OPEN;05/07/2026;14/10/2026;CMP-2025-EVENT;FOOD-2026;32,00;16000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000131;CO007390;CO007390-P02;Modular stand with new graphics;104000,00;Lost;10/03/2026;02/05/2027;CMP-2025-EVENT;BEAUTY-2027;160,00;114400,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000132;CO005309;CO005309-P01;Exhibition stand with lockable storage;41600,00;WON;23/03/2026;22/09/2027;CMP-2025-REF;PACK-2027;64,00;45760,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000133;CO003228;CO003228-P01;Modular stand with new graphics;15600,00;OPEN;02/06/2026;23/09/2027;CMP-2024-WEB;LIVING-2027;24,00;14040,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000134;CO001147;CO001147-P01;Island stand for distributor meetings;120000,00;Won;10/05/2026;13/10/2027;;FOOD-2027;240,00;120000,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000135;CO009066;CO009066-P01;Reuse of last edition's stand;24000,00;WON;10/02/2024;29/04/2024;;BEAUTY-2024;48,00;26400,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000136;CO006985;;Reuse of last edition's stand;120000,00;WON;04/04/2024;01/09/2024;CMP-2025-EVENT;PACK-2024;240,00;120000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000137;CO004904;CO004904-P03;Island stand for distributor meetings;20400,00; lost ;21/07/2024;07/10/2024;CMP-2025-REF;LIVING-2024;48,00;18360,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000138;CO002823;CO002823-P01;Island stand for distributor meetings;40800,00;Lost;12/05/2024;18/10/2024;;FOOD-2024;96,00;44880,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000139;CO000742;CO000742-P02;Reuse of last edition's stand;78000,00; lost ;11/01/2025;22/05/2025;;BEAUTY-2025;120,00;78000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000140;CO008661;CO008661-P01;Custom stand for product launch;42000,00;Won;30/05/2025;28/08/2025;CMP-2025-EVENT;PACK-2025;120,00;42000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000141;CO006580;CO006580-P02;Reuse of last edition's stand;156000,00;Lost;17/03/2025;03/10/2025;CMP-2026-OUT;LIVING-2025;240,00;171600,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000142;CO004499;CO004499-P02;Two-brand stand with shared reception;11200,00; lost ;07/08/2025;11/11/2025;CMP-2026-OUT;FOOD-2025;32,00;10080,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000143;CO002418;CO002418-P01;Custom stand for product launch;32000,00;WON;21/11/2025;04/06/2026;CMP-2025-REF;BEAUTY-2026;64,00;28800,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000144;CO000337;CO000337-P01;Modular stand with new graphics;34000,00;WON;26/02/2026;23/08/2026;;PACK-2026;80,00;30600,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000145;CO008256;CO008256-P01;Two-brand stand with shared reception;33600,00;Qualified;27/05/2026;;CMP-2024-WEB;LIVING-2026;96,00;36960,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000146;CO006175;CO006175-P01;Modular stand with new graphics;64000,00;WON;22/04/2026;16/11/2026;;FOOD-2026;80,00;57600,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000147;CO004094;CO004094-P01;Exhibition stand with lockable storage;56000,00;QUALIFIED;06/08/2026;30/05/2027;CMP-2025-REF;BEAUTY-2027;160,00;56000,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000148;CO002013;CO002013-P01;Exhibition stand with lockable storage;12000,00;WON;08/04/2026;08/09/2027;CMP-2024-WEB;PACK-2027;;13200,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000149;CO009932;CO009932-P03;Two-brand stand with shared reception;56000,00; open ;24/03/2026;01/10/2027;CMP-2024-WEB;LIVING-2027;160,00;61600,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000150;CO007851;CO007851-P01;Exhibition stand with lockable storage;32000,00; lost ;05/07/2026;13/11/2027;CMP-2024-WEB;FOOD-2027;64,00;28800,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000151;CO005770;CO005770-P02;Custom stand for product launch;128000,00; lost ;12/02/2024;27/05/2024;CMP-2026-OUT;BEAUTY-2024;160,00;128000,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP000152;CO003689;CO003689-P03;Stand refurbishment and installation;19200,00;WON;24/03/2024;29/08/2024;CMP-2024-WEB;PACK-2024;24,00;19200,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000153;CO001608;;Two-brand stand with shared reception;96000,00;Lost;12/05/2024;18/09/2024;CMP-2025-EVENT;LIVING-2024;120,00;105600,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000154;CO009527;CO009527-P02;Modular stand with new graphics;20800,00;WON;09/04/2024;11/11/2024;;FOOD-2024;32,00;22880,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000155;CO007446;CO007446-P01;Two-brand stand with shared reception;80000,00; lost ;31/01/2025;30/04/2025;CMP-2024-WEB;BEAUTY-2025;160,00;80000,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000156;CO005365;CO005365-P01;Reuse of last edition's stand;27200,00;Lost;08/02/2025;25/08/2025;;PACK-2025;64,00;24480,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000157;CO003284;CO003284-P02;Corner stand with demonstration counter;64000,00;WON;01/04/2025;26/10/2025;CMP-2025-EVENT;LIVING-2025;80,00;64000,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000158;CO001203;CO001203-P01;Stand refurbishment and installation;16800,00;Won;14/08/2025;30/10/2025;;FOOD-2025;48,00;15120,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000159;CO009122;CO009122-P01;Stand refurbishment and installation;31200,00; lost ;07/02/2026;30/04/2026;CMP-2026-OUT;BEAUTY-2026;48,00;34320,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000160;CO007041;CO007041-P01;Two-brand stand with shared reception;68000,00; qualified ;17/02/2026;04/09/2026;CMP-2025-EVENT;PACK-2026;160,00;68000,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000161;CO004960;CO004960-P02;Island stand for distributor meetings;20800,00;Qualified;25/07/2026;26/10/2026;CMP-2025-EVENT;LIVING-2026;32,00;20800,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000162;CO002879;CO002879-P01;Custom stand for product launch;51200,00; open ;06/03/2026;21/11/2026;;FOOD-2026;64,00;46080,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000163;CO000798;CO000798-P01;Stand refurbishment and installation;68000,00;Lost;17/07/2026;15/05/2027;CMP-2025-EVENT;BEAUTY-2027;160,00;68000,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000164;CO008717;CO008717-P03;Two-brand stand with shared reception;33600,00;Open;10/07/2026;25/08/2027;;PACK-2027;96,00;;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000165;CO006636;CO006636-P01;Exhibition stand with lockable storage;32000,00;Proposal;16/08/2026;04/10/2027;;LIVING-2027;64,00;28800,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000166;CO004555;CO004555-P01;Exhibition stand with lockable storage;31200,00;Qualified;02/05/2026;10/10/2027;CMP-2026-OUT;FOOD-2027;48,00;28080,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000167;CO002474;CO002474-P03;Corner stand with demonstration counter;56000,00; lost ;17/12/2023;03/05/2024;CMP-2025-EVENT;BEAUTY-2024;160,00;56000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP000168;CO000393;CO000393-P01;Island stand for distributor meetings;68000,00;Won;28/03/2024;12/09/2024;CMP-2025-REF;PACK-2024;160,00;61200,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000169;CO008312;CO008312-P02;Two-brand stand with shared reception;38400,00;Lost;23/04/2024;26/09/2024;;LIVING-2024;48,00;42240,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000170;CO006231;;Island stand for distributor meetings;32000,00;Lost;01/07/2024;15/11/2024;CMP-2026-OUT;FOOD-2024;64,00;28800,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000171;CO004150;CO004150-P02;Island stand for distributor meetings;68000,00;Won;20/10/2024;14/05/2025;CMP-2025-REF;BEAUTY-2025;160,00;74800,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000172;CO002069;CO002069-P02;Two-brand stand with shared reception;78000,00;WON;26/02/2025;18/09/2025;CMP-2025-REF;PACK-2025;120,00;70200,00;;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP000173;CO009988;CO009988-P02;Corner stand with demonstration counter;41600,00;WON;23/02/2025;18/10/2025;CMP-2024-WEB;LIVING-2025;64,00;41600,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP000174;CO007907;CO007907-P01;Reuse of last edition's stand;12000,00;Won;04/06/2025;;CMP-2024-WEB;FOOD-2025;24,00;13200,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP000175;CO005826;CO005826-P01;Two-brand stand with shared reception;192000,00;Won;16/03/2026;02/05/2026;;BEAUTY-2026;240,00;211200,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000176;CO003745;CO003745-P01;Two-brand stand with shared reception;192000,00; lost ;05/03/2026;29/08/2026;CMP-2025-REF;PACK-2026;240,00;172800,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000177;CO001664;CO001664-P01;Modular stand with new graphics;156000,00; qualified ;04/03/2026;15/09/2026;;LIVING-2026;240,00;171600,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000178;CO009583;CO009583-P01;Corner stand with demonstration counter;156000,00;Open;05/03/2026;09/10/2026;CMP-2024-WEB;FOOD-2026;240,00;171600,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP000179;CO007502;CO007502-P03;Corner stand with demonstration counter;16800,00;QUALIFIED;05/06/2026;07/05/2027;CMP-2026-OUT;BEAUTY-2027;48,00;18480,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000180;CO005421;CO005421-P01;Modular stand with new graphics;24000,00;OPEN;10/08/2026;26/09/2027;CMP-2024-WEB;PACK-2027;48,00;24000,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP000181;CO003340;CO003340-P02;Reuse of last edition's stand;51200,00; open ;24/04/2026;24/10/2027;CMP-2024-WEB;LIVING-2027;64,00;51200,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000182;CO001259;CO001259-P03;Exhibition stand with lockable storage;22400,00; proposal ;20/06/2026;06/11/2027;CMP-2026-OUT;FOOD-2027;64,00;24640,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP000183;CO009178;CO009178-P02;Two-brand stand with shared reception;84000,00; lost ;22/02/2024;27/04/2024;CMP-2024-WEB;BEAUTY-2024;240,00;84000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP000184;CO007097;CO007097-P02;Reuse of last edition's stand;33600,00;WON;24/04/2024;05/09/2024;CMP-2025-REF;PACK-2024;96,00;33600,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000185;CO005016;CO005016-P01;Stand refurbishment and installation;20800,00;Won;31/07/2024;09/10/2024;;LIVING-2024;;20800,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000186;CO002935;CO002935-P01;Custom stand for product launch;16800,00;Lost;07/06/2024;14/10/2024;CMP-2025-EVENT;FOOD-2024;48,00;18480,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000187;CO000854;;Custom stand for product launch;192000,00;WON;22/12/2024;11/05/2025;CMP-2026-OUT;BEAUTY-2025;240,00;211200,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP000188;CO008773;CO008773-P01;Two-brand stand with shared reception;25600,00;Won;12/07/2025;12/09/2025;CMP-2025-REF;PACK-2025;32,00;25600,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP000189;CO006692;CO006692-P01;Corner stand with demonstration counter;120000,00;WON;08/04/2025;16/09/2025;CMP-2025-REF;LIVING-2025;240,00;108000,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
